connectivity_key,smiles,adduct,scaffold_group,in_lcsb_dev,in_lcsb_sealed,side,n_source_rows,source_libraries
IQGKIPDJXCAMSM,ClC1=CC2=C(C=C1)N=C([N-][N+]2=O)N1C=CN=C1,[M+H]+,O=[n+]1[n-]c(-n2ccnc2)nc2ccccc21,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
IRCMYGHHKLLGHV,CCOC1OC2=C(C=C(OS(C)(=O)=O)C=C2)C1(C)C,[M+NH4]+,c1ccc2c(c1)CCO2,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
IRIAEXORFWYRCZ,CCCCOC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1,[M+H]+,O=C(OCc1ccccc1)c1ccccc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
IROINLKCQGIITA,CCNC1=NC(SC)=NC(NC(C)(C)C)=N1,[M+H]+,c1ncncn1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
IRSCQMHQWWYFCW,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1,[M+H]+,O=c1[nH]cnc2[nH]cnc12,False,False,WUR-DEV,12,WFSR_food_safety;WUR
IRVDMKJLOCGUBJ,CCOP(=S)(OCC)OC1=CN=CC=N1,[M+H]+,c1cnccn1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
ISRUGXGCCGIOQO,CNC(=O)OC1=CC=CC=C1OC(C)C,[M+H]+,c1ccccc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
ISZQNKFXNXQTTF,CO\N=C(\C(O)=O)C1=C(CO\N=C(/C)C2=CC(=CC=C2)C(F)(F)F)C=CC=C1,[M+H]+,C(=NOCc1ccccc1)c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
ITBOACXGWYGOHV,[H]C12CNC3=CC=CC(=C13)C1=C[C@]([H])(CN(C)[C@]1([H])C2)C(O)=N,[M+H]+,C1=C2c3cccc4c3C(CN4)C[C@H]2NCC1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
ITKAIUGKVKDENI,CCOCCC1=C(C)C(C)=C(OCCN=C2NC=NC(CC)=C2Cl)C=C1,[M+H]+,c1ccc(OCCN=c2ccnc[nH]2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
ITYMTTQVNYAJAA,CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO,[M+H]+,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,False,False,WUR-DEV,12,WFSR_food_safety;WUR
IUBSYMUCCVWXPE,COCCc1ccc(OCC(O)CNC(C)C)cc1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,ETE;WUR
IUQAXCIUEPFPSF,CS(=O)(=O)C1=C(COCC(F)(F)F)C(Cl)=C(C=C1)C(=O)C1C(=O)CCCC1=O,[M+NH4]+,O=C1CCCC(=O)C1C(=O)c1ccccc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
IVENSCMCQBJAKW,CCNC1=NC(N)=NC(Cl)=N1,[M+H]+,c1ncncn1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
IWRVPXDHSLTIOC,NC1=CC=C(N=NC2=CC=CC=C2)C(N)=C1,[M+H]+,c1ccc(N=Nc2ccccc2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
IWUCXVSUMQZMFG,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,[M+H]+,c1ncn([C@H]2CCCO2)n1,False,False,WUR-DEV,6,WFSR_Polar
IWVCMVBTMGNXQD,[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,[M+H]+,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
IWYQSQKKOOZLFH,CCNC(=O)C(Cl)=C(C)OP(=O)(OC)OC,[M+H]+,__ACYCLIC__IWYQSQKKOOZLFH,False,False,WUR-DEV,12,WFSR_food_safety;WUR
IXBQSRWSVIBXNC,CO[C@@H](CC1=CC=CC=C1)[C@@H](C)\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](C)[C@@H](NC(=O)\C(=C\C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(O)=O)C(O)=O,[M+H]+,C=C1NC(=O)CCCNC(=O)C[C@H](/C=C/C=C/CCCc2ccccc2)NC(=O)CNC(=O)CCNC1=O,False,False,WUR-DEV,12,WFSR_food_safety;WUR
IXORZMNAPKEEDV,[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@@]3(C)[C@@H](O)C=C[C@@]21OC3=O,[M+NH4]+,C=C1C[C@]23CC1CC[C@H]2[C@@]12C=CCC(C(=O)O1)[C@H]2C3,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
IXSZQYVWNJNRAL,CCOC1=C(C=CC(=C1)C(C)(C)C)C1COC(=N1)C1=C(F)C=CC=C1F,[M+H]+,c1ccc(C2=NC(c3ccccc3)CO2)cc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
IZFZCMFMJKDHJZ,FC(F)(F)N=C1SC(=NC2=CC=CC=C2)N(C1=NC(F)(F)F)C1=CC=CC=C1,[M+H]+,N=C1SC(=Nc2ccccc2)N(c2ccccc2)C1=N,False,False,WUR-DEV,12,WFSR_food_safety;WUR
IZGBPAAEPVNBGA,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@@H]([C@]2(C)O)O)CC[C@@H]4[C@@]3(CC5=C(C4)NN=C5)C,[M+H]+,c1n[nH]c2c1CC1[C@@H](CC[C@H]3[C@@H]4CCCC4CC[C@H]13)C2,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
IZXSCPRWPYQTJH,C[C@]1(O)C(=O)OC[C@H]2CC[N+]3([O-])CC[C@@H](OC(=O)\C(C[C@H]1C)=C/C)[C@@H]23,[M+H]+,C=C1CCCC(=O)OC[C@H]2CC[NH+]3CC[C@@H](OC1=O)[C@@H]23,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JALVTHFTYRPDMB,C[C@@H]1[C@H]2CC[C@H](C)CN2[C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@H]12,[M+H]+,C1CC[C@@H]2CC[C@@H]3[C@H](CCC4[C@H]3C[C@H]3[C@@H]4C[C@H]4CCCCN43)C2C1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JBIWCJUYHHGXTC,[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,[M+H]+,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
JDSHMPZPIAZGSV,Nc1nc(N)nc(N)n1,[M+H]+,c1ncncn1,False,False,WUR-SEALED,6,WFSR_Polar
JEJREKXHLFEVHN,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@@](O)(CO)C1=CC=CC=C1,[M+H]+,O=C(Cc1ccccc1)O[C@H]1C[C@@H]2N[C@H](C1)[C@H]1O[C@H]12,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JFYQRVBFTIWYAP,CCOC(=O)C1=C(N(C2=CC(=C(C(=C21)CN(C)C)O)Br)C)CS(=O)(=O)C3=CC=CC=C3,[M+H]+,O=S(=O)(Cc1cc2ccccc2[nH]1)c1ccccc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
JHSPCUHPSIUQRB,NC(=O)C1=C(Cl)C=CC=C1Cl,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JIIOLEGNERQDIP,CNC=NC1=CC=C(C)C=C1C,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JJCFRYNCJDLXIK,CN1CCC(CC1)=C1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,[M+H]+,C1=Cc2ccccc2C(=C2CCNCC2)c2ccccc21,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JJGYGPZNTOPXGV,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1([H])C=C[C@@H]2OC(C)=O,[M+H]+,C1=C[C@H]2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H](C1)O5,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
JJNVDCBKBUSUII,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)C(=C)C1=CC=CC=C1,[M+H]+,C=C(C(=O)O[C@H]1C[C@@H]2N[C@H](C1)[C@H]1O[C@H]12)c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JJWYIMQKLTVAGZ,Nc1[nH]c(=O)[nH]c(=O)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,[M+H]+,O=c1[nH]cc(O[C@H]2CCCCO2)c(=O)[nH]1,False,False,WUR-SEALED,6,WFSR_Polar
JKQQZJHNUVDHKP,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(C)=O,[M+H]+,O=C1C=C2CC[C@@H]3C(CCC4CCC[C@H]43)C2CC1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
JKVRXULLSRIJAK,[O-][N+]12CC[C@@H](O)[C@H]2[C@@H](CO)CC1,[M+H]+,C1CC2CCC[NH+]2C1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
JLKIGFTWXXRPMT,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,[M+H]+,O=S(=O)(Nc1ccon1)c1ccccc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
JLLJHQLUZAKJFH,CN(C)C(=O)NC1=NOC(=C1)C(C)(C)C,[M+H]+,c1cnoc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
JLOAJISUHPIQOX,C1CN(CCN1)C1=NC2=C(SC3=C1C=CC=C3)C=CC=C2,[M+H]+,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1S2,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
JLYFCTQDENRSOL,COCC(C)N(C(=O)CCl)C1=C(C)SC=C1C,[M+H]+,c1ccsc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
JMXKCYUTURMERF,CC1CN(CC(C)O1)C1CCCCCCCCCCC1,[M+H]+,C1CCCCCC(N2CCOCC2)CCCCC1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
JNGVJMBLXIUVRD,C[C@](O)(COC1=CC=C(C=C1)C#N)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,[M+H]+,O=C(CCOc1ccccc1)Nc1ccccc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
JNMRHUJNCSQMMB,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,[M+H]+,O=S(=O)(Nc1nccs1)c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JNTOCHDNEULJHD,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2,[M+H]+,O=c1nc[nH]c2[nH]cnc12,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JOFDPSBOUCXJCC,CC1=CC=C(NC=O)C(C)=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JPMIIZHYYWMHDT,CCCCCCCCN1SC=CC1=O,[M+H]+,O=c1ccs[nH]1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
JQXXHWHPUNPDRT,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(C)CC1)=C2O,[M+H]+,O=C1/C=C\C=C\CCCCCCCC/C=C/OC2Oc3ccc4cc(c(/C=N/N5CCNCC5)cc4c3C2=O)N1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
JRRUSQGIRBEMRN,COC1=C(O)C=C2CC[C@H](NC(C)=O)C3=CC(=O)C(OC)=CC=C3C2=C1OC,[M+H]+,O=c1cccc2c(c1)CCCc1ccccc1-2,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JRWZLRBJNMZMFE,CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1,[M+H]+,c1ccc(CCCNCCc2ccccc2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JSJCTEKTBOKRST,CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(=C1)C(F)(F)F,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JSXNJGKWSWRIGA,CC1=C(C=CC=C1NC1=C(C=C(O)C=N1)C(O)=O)C(F)(F)F,[M+H]+,c1ccc(Nc2ccccn2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
JTHMVYBOQLDDIY,CCCOC1=NN(C(=O)NS(=O)(=O)C2=C(C=CC=C2)C(=O)OC)C(=O)N1C,[M+H]+,O=C(NS(=O)(=O)c1ccccc1)n1nc[nH]c1=O,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
JTMLMJOBCBXFES,CC(COC1=C(C=CC(=C1)C#N)C(F)(F)F)(C#N)NC(=O)C2=CC=C(C=C2)S(=O)(=O)C(F)(F)F,[M+H]+,O=C(NCCOc1ccccc1)c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JUVIOZPCNVVQFO,[H][C@@]12COC3=C(C=C(OC)C(OC)=C3)[C@]1([H])C(=O)C1=CC=C3O[C@H](CC3=C1O2)C(C)=C,[M+H]+,O=C1c2ccc3c(c2O[C@@H]2COc4ccccc4[C@H]12)CCO3,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
JUZXDNPBRPUIOR,C[N+](C)(C)CCCl,[M]+,__ACYCLIC__JUZXDNPBRPUIOR,False,False,WUR-SEALED,6,WFSR_Polar
JVKYZPBMZPJNAJ,C[C@@H]1[C@H]2CC[C@H](C)CN2[C@H]2C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@H]12,[M+H]+,C1=C2CCCCC2[C@H]2CCC3[C@@H](C[C@H]4[C@@H]3C[C@H]3CCCCN34)[C@@H]2C1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JVYKIBAJVKEZSQ,OC1CCN2CC3CC(CN4C3CCCC4=O)C2C1,[M+H]+,O=C1CCCC2C3CC(CN12)C1CCCCN1C3,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
JWUCHKBSVLQQCO,OC(CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=C(F)C=CC=C1,[M+H]+,c1ccc(C(Cn2cncn2)c2ccccc2)cc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
JWYVGKFDLWWQJX,C=CN1CCCCCC1=O,[M+H]+,O=C1CCCCCN1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
JWZZKOKVBUJMES,CC(C)NCC(O)C1=CC=C(O)C(O)=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JXCGFZXSOMJFOA,CN(C)C(=O)NC1=CC(Cl)=C(C)C=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JXHJNEJVUNHLKO,CCCSP(=S)(OCC)OC1=CC=C(SC)C=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JXUDZCJTCKCTQK,CC(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JYGXADMDTFJGBT,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[M+H]+,O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
JYIJIIVLEOETIQ,O=C1CCC[C@@H]2[C@H]3C[C@@H](CN12)[C@H]1CCCCN1C3,[M+H]+,O=C1CCC[C@@H]2[C@H]3C[C@@H](CN12)[C@H]1CCCCN1C3,False,False,WUR-DEV,24,WFSR_food_safety;WUR
JYQUHIFYBATCCY,CCOP(=S)(OCC)OC1=CN=C2C=CC=CC2=N1,[M+H]+,c1ccc2nccnc2c1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JZCPYUJPEARBJL,CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=CC=C(Cl)C=C1Cl)C1=CC=C(Cl)C=C1,[M+H]+,O=C(NN1CCCCC1)c1cc(-c2ccccc2)n(-c2ccccc2)n1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
JZFPYUNJRRFVQU,OC(=O)C1=CC=CN=C1NC1=CC=CC(=C1)C(F)(F)F,[M+H]+,c1ccc(Nc2ccccn2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
KCFYEAOKVJSACF,CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=C1C(CN(C)C)=C(O)C(Br)=C2,[M+H]+,c1ccc(SCc2cc3ccccc3[nH]2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
KCJJINQANFZSAM,[H][C@@]1(C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O1)O[C@@H]1[C@@H](C)O[C@@]([H])(O[C@H]2[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@H](CO[C@@H]3O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]3OC)[C@@H](CC)OC(=O)C[C@@H](OC(C)=O)[C@@H]2C)[C@H](O)[C@H]1N(C)C,[M+H]+,O=C1/C=C/C=C/[C@H](CO[C@H]2CCCCO2)COC(=O)CCC[C@@H](O[C@H]2CC[C@H](O[C@H]3CCCCO3)CO2)CCC1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
KDJGEXAPDZNXSD,CC(C)(O)C(O)(C(=O)OCC1=CC[N+]2([O-])CC[C@@H](OC(=O)\C(C)=C/C)[C@@H]12)[C@H](C)O,[M+H]+,C1=C[C@@H]2CCC[NH+]2C1,False,False,WUR-SEALED,24,WFSR_food_safety;WUR
KDLRVYVGXIQJDK,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,[M+H]+,O=C(NC[C@@H]1CCCCO1)[C@@H]1CCCN1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
KEMXXQOFIRIICG,CC(C)(C)NCC(O)C1=CC(NC(N)=O)=C(O)C=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
KGNGTSCIQCLKEH,NC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(O)=NC(=N)N1,[M+H]+,N=c1ncc(O[C@H]2CCCCO2)c[nH]1,False,False,WUR-DEV,18,WFSR_Polar;WFSR_food_safety;WUR
KGOIKOVSEVRHNH,CCC(C)(C)NCC(O)C1=CC(=C(N)C(Cl)=C1)C(F)(F)F,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
KGXUEPOHGFWQKF,COC1=CC=CC=C1N1CCS\C1=C(/SC1=C(F)C=CC(=C1)C(F)(F)F)C#N,[M+H]+,C(/Sc1ccccc1)=C1/SCCN1c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
KIDWGGCIROEJJW,CSC(=NO)C(=O)N(C)C,[M+H]+,__ACYCLIC__KIDWGGCIROEJJW,False,False,WUR-DEV,12,WFSR_food_safety;WUR
KIEDNEWSYUYDSN,CC1(C)CON(CC2=C(Cl)C=CC=C2)C1=O,[M+H]+,O=C1CCON1Cc1ccccc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
KJFMBFZCATUALV,OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(O)C=C1,[M+H]+,O=C1OC(c2ccccc2)(c2ccccc2)c2ccccc21,False,False,WUR-DEV,12,WFSR_food_safety;WUR
KJHOZAZQWVKILO,NC(=N)NC(=N)N1CCOCC1,[M+H]+,C1COCCN1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
KKBGNYHHEIAGOH,OC1=C(C2CC(CC3=CC=CC=C23)C2=CC=C(OCC3=CC=C(C=C3)C(F)(F)F)C=C2)C(=O)OC2=CC=CC=C12,[M+H]+,O=c1oc2ccccc2cc1C1CC(c2ccc(OCc3ccccc3)cc2)Cc2ccccc21,False,False,WUR-DEV,12,WFSR_food_safety;WUR
KKOYBOFPUBHPFO,CCOP(=S)(OCC)SCS(=O)C(C)(C)C,[M+H]+,__ACYCLIC__KKOYBOFPUBHPFO,False,False,WUR-DEV,12,WFSR_food_safety;WUR
KLSJWNVTNUYHDU,Nc1nnc[nH]1,[M+H]+,c1nnc[nH]1,False,False,WUR-SEALED,6,WFSR_Polar
KMYKHQRQBUANHP,C=C1CCCC2=NC[C@H](C)[C@@H](C)C[C@@]23CCC([C@@H]2CCC(=O)O2)=C[C@@H]3[C@@H]2O[C@@]3(C[C@@H](C)C[C@H]2O3)C[C@@H]2O[C@]3(CC[C@@]4(O[C@@H](CC[C@@]4(C)O)C1)O3)C[C@H](C)[C@@H]2O,[M+H]+,C=C1CCCC2=NCCCC[C@@]23CCC([C@@H]2CCC(=O)O2)=C[C@@H]3[C@@H]2O[C@@]3(CCC[C@H]2O3)C[C@H]2CCC[C@@]3(CC[C@]4(CCC[C@@H](C1)O4)O3)O2,False,False,WUR-DEV,6,WFSR_Polar
KNAHARQHSZJURB,CCCC1=CC(=O)NC(=S)N1,[M+H]+,O=c1cc[nH]c(=S)[nH]1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
KRMDCWKBEZIMAB,CN(C)CCC=C1C2=CC=CC=C2CCC2=C1C=CC=C2,[M+H]+,C=C1c2ccccc2CCc2ccccc21,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
KRQDMAXNTWLTDZ,[H][C@]12C[C@@]3([H])[C@]4([H])CC=C5C[C@]([H])(CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@]([H])(C)[C@@]1(CC[C@@]([H])(C)CN1)O2)OC1([H])OC([H])(CO)C([H])(OC2([H])OC([H])(C)C([H])(O)C([H])(O)C2([H])O)C([H])(O)C1([H])O,[M+H]+,C1=C2C[C@@H](OC3CCC(OC4CCCCO4)CO3)CCC2[C@H]2CCC3[C@@H](C[C@@H]4O[C@]5(CCCCN5)C[C@H]34)[C@@H]2C1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
KRTSDMXIXPKRQR,CNC(=O)\C=C(/C)OP(=O)(OC)OC,[M+H]+,__ACYCLIC__KRTSDMXIXPKRQR,False,False,WUR-DEV,12,WFSR_food_safety;WUR
KRZUZYJEQBXUIN,ClC1=CC(=CC=C1)N(C1CCOC1=O)C(=O)C1CC1,[M+H]+,O=C1OCCC1N(C(=O)C1CC1)c1ccccc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
KTHQLYOWYJTHOD,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCCC)C,[M+H]+,O=c1[nH]c(-c2cccc(S(=O)(=O)N3CCNCC3)c2)nc2cn[nH]c12,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
KUBCEEMXQZUPDQ,CN(C)CCC1=CC=C(C=C1)O,[M+H]+,c1ccccc1,False,False,WUR-DEV,16,FCH;WFSR_food_safety;WUR
KUBUBYBFFRVFHD,CCOP(=O)(OCC)OC1=CC=C(C=C1)S(C)(=O)=O,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
KULDXINYXFTXMO,CC1=C(Cl)C(=O)OC2=CC(OP(=O)(OCCCl)OCCCl)=CC=C12,[M+H]+,O=c1ccc2ccccc2o1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
KUMXVBFFVVLQFX,N=C1N(O)[C@@H](CO)[C@@H]2N=C(N)N[C@]23N1CCC3(O)O,[M+H]+,N=C1NC[C@@H]2N=CN[C@@]23CCCN13,False,False,WUR-DEV,6,WFSR_Polar
KVDJTXBXMWJJEF,FC(F)(F)C1=CC(Cl)=C(CCNC(=O)C2=CC=CC=C2C(F)(F)F)N=C1,[M+H]+,O=C(NCCc1ccccn1)c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
KVEQCVKVIFQSGC,COC1=NC(=NC(NC(=O)NS(=O)(=O)C2=CC=CC=C2C(F)(F)F)=N1)C(F)(F)F,[M+H]+,O=C(Nc1ncncn1)NS(=O)(=O)c1ccccc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
KVMPUXDNESXNOH,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,[M+H]+,__ACYCLIC__KVMPUXDNESXNOH,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
KWAPEXIWYNEGAV,CC(C)CCNCC(O)C1=CC(Cl)=C(N)C(Cl)=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
KWEQCWXCFQWUQU,C[C@]1(O)C(=O)OCC2=CCN3CC[C@@H](OC(=O)[C@@](O)(CO)[C@H](C)[C@H]1C)[C@H]32,[M+H]+,O=C1CCCCC(=O)O[C@@H]2CCN3CC=C(CO1)[C@H]23,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
KWGRBVOPPLSCSI,CN[C@@H](C)[C@H](O)C1=CC=CC=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
KWLVWJPJKJMCSH,COC1=C(OCC#C)C=CC(CCNC(=O)C(OCC#C)C2=CC=C(Cl)C=C2)=C1,[M+H]+,O=C(Cc1ccccc1)NCCc1ccccc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
KWVISVAMQJWJSZ,[H][C@]12C[C@@]3([H])[C@]4([H])CC=C5C[C@@H](O)CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@H](C)[C@@]1(CC[C@@H](C)CN1)O2,[M+H]+,C1=C2CCCCC2[C@H]2CCC3[C@@H](C[C@@H]4O[C@]5(CCCCN5)C[C@H]34)[C@@H]2C1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
