key,n_records,n_nce,nce_ladder,sg,n_sg,smiles,name,mh_calc,releases,uchem_ids,instruments,confidence,ge3,in_msg15,in_msg15_recorded_route,in_msg15_parent_route,in_msg15_sim,msg_folds,in_registry,in_exposed_union,in_devpop,in_pr7,in_comparator,in_msnlib9,sg_in_msg15,sg_in_registry,sg_in_pr7,sg_in_comparator,sg_in_devpop_file
OBZIQQJJIKNWNO,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,COP(=S)(OC)OC1=C(Cl)C=C(C)C=C1Cl,"(2,6-dichloro-4-methylphenoxy)-dimethoxy-sulfanylidene-lambda5-phosphane",300.96163366888004,2024.11,3540,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
OCSMNHMMTKMVCP,9,9,"15,30,45,60,75,90,120,150,180",C1=CC(n2cnc3c(NC4CC4)ncnc32)CC1,1,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)C(=O)O,,301.14075021887993,2024.06,11536,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,False
ODCKICSDIPVTRM,6,6,"15,30,45,60,75,90",c1ccc2ccccc2c1,1,CC(C)NCC(COC1=CC=C(C2=CC=CC=C21)OS(=O)(=O)O)O,,356.1162348588799,2024.06,11551,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
ODCWYMIRDDJXKW,9,9,"15,30,45,60,75,90,120,150,180",c1ncncn1,1,CCNC1=NC(NCC)=NC(Cl)=N1,"6-chloro-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine",202.08539953088,2024.11,262,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
OEBRKCOSUFCWJD,9,9,"15,30,45,60,75,90,120,150,180",__ACYCLIC__OEBRKCOSUFCWJD,1,COP(=O)(OC)OC=C(Cl)Cl,"2,2-dichloroethenyl dimethyl phosphate",220.95317716088,2024.11,3047,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
OHJMTUPIZMNBFR,9,9,"15,30,45,60,75,90,120,150,180",__ACYCLIC__OHJMTUPIZMNBFR,1,C(=O)(N)NC(=O)N,Biuret,104.04545286688,2024.11,10336,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,False,False,False,False
OKOBUGCCXMIKDM,9,9,"15,30,45,60,75,90,120,150,180",O=C(CCc1ccccc1)NCCCCCCNC(=O)CCc1ccccc1,1,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)NCCCCCCNC(=O)CCC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,,637.49388499488,2025.10,10902,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
OKOCIUJVPQKDLL,4,4,"15,30,45,60",__ACYCLIC__OKOCIUJVPQKDLL,1,C[N+](C)(CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CC(=O)[O-],"1-Propanaminium, N-(carboxymethyl)-N,N-dimethyl-3-(((3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)sulfonyl)amino)-, inner salt",571.0930714148799,2024.06,11461,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,True,True,False,False,False,False,False,False,False,False,False
OLXZPDWKRNYJJZ,9,9,"15,30,45,60,75,90,120,150,180",c1ncc2ncn(C3CCCO3)c2n1,1,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O,,252.10911574288,2025.10,11901,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
OLZQTUCTGLHFTQ,5,5,"15,30,45,60,75",c1ccncc1,1,CCCCCCC(C)OC(=O)COC1=NC(=C(C(=C1Cl)N)Cl)F,Fluroxypyr-meptyl,367.0986025788801,2024.11,10895,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,True,True,False,False,False,False,True,True,False,False,True
OMFNSKIUKYOYRG,5,5,"15,30,45,60,75",C(=C1NCCc2ccccc21)c1ccccc1,1,CCOC1=C(C=C(C=C1)C=C2C3=CC(=C(C=C3CCN2)OCC)OCC)OCC,"1-(3,4-Diethoxybenzylidene)-6,7-diethoxy-1,2,3,4-tetrahydroisoquinoline",398.23258493887994,2024.06,11639,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,True,True,False,False,False,True,True,True,False,False,False
OMVSWZDEEGIJJI,7,6,"15,30,45,60,75,90",__ACYCLIC__OMVSWZDEEGIJJI,1,CC(C)C(C(C)(C)COC(=O)C(C)C)OC(=O)C(C)C,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",287.22168590688,2024.11,10749,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
ONUFESLQCSAYKA,9,9,"15,30,45,60,75,90,120,150,180",O=C1CNC(=O)N1c1ccccc1,1,CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,"3-(3,5-Dichlorophenyl)-N-(1-methylethyl)-2,4-dioxo-1-imidazolidinecarboxamide",330.04067310288,2024.11,3060,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
OOGJQPCLVADCPB,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Cc2ccccc2)cc1,1,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,2-[(1R)-3-[di(propan-2-yl)amino]-1-phenylpropyl]-4-methylphenol,326.24784107888,2024.11,11087,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
OORLZFUTLGXMEF,9,9,"15,30,45,60,75,90,120,150,180",O=c1[nH]cnn1-c1ccccc1,1,CC1=NN(C(=O)N1C(F)F)C1=CC(NS(C)(=O)=O)=C(Cl)C=C1Cl,"N-[2,4-dichloro-5-[4-(difluoromethyl)-3-methyl-5-oxo-1,2,4-triazol-1-yl]phenyl]methanesulfonamide",386.98914944688,2024.11,3209,Q Exactive Plus,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,True
OPEKHRGERHDLRK,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Nc2ccccc2)cc1,1,CC(C)(C)C1=CC=C(C=C1)NC2=CC=C(C=C2)C(C)(C)C,,282.22162633088,2025.10,10961,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
OPGCOAPTHCZZIW,9,9,"15,30,45,60,75,90,120,150,180",C1=NN(c2ccccc2)CC1,1,CCOC(=O)C1=NN(C2=C(Cl)C=C(Cl)C=C2)C(C)(C1)C(=O)OCC,Mefenpyr-diethyl,373.07163888287994,2024.11,3169,Q Exactive Plus,standard compound,True,True,True,True,True,train,False,False,False,False,False,True,True,False,False,False,False
OQZCSNDVOWYALR,7,7,"15,30,45,60,75,90,120",O=C1CCCN1c1ccccc1,1,C1C(C(C(=O)N1C2=CC=CC(=C2)C(F)(F)F)Cl)CCl,3-chloro-4-(chloromethyl)-1-[3-(trifluoromethyl)phenyl]pyrrolidin-2-one,312.01643042688,2024.11,3549,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,True,False,False,False
OUBMGJOQLXMSNT,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Nc2ccccc2)cc1,1,CC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2,,227.15427504288,2025.10,10907,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,True
OUPZKGBUJRBPGC,9,9,"15,30,45,60,75,90,120,150,180",O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,1,O=C1N(CC2CO2)C(=O)N(CC2CO2)C(=O)N1CC1CO1,"1,3,5-tris(oxiran-2-ylmethyl)-1,3,5-triazinane-2,4,6-trione",298.10336166688,2024.11,11077,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,val,True,True,True,False,False,True,True,True,False,False,True
OXDDDHGGRFRLEE,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(C2CC(c3cccc4ccccc34)=NO2)cc1,1,C1C(=NOC1(C2=CC(=CC(=C2)Cl)C(F)(F)F)C(F)(F)F)C3=CC=C(C4=CC=CC=C43)C(=O)NCC(=O)NCC(F)(F)F,"4-[5-[3-chloro-5-(trifluoromethyl)phenyl]-5-(trifluoromethyl)-4H-1,2-oxazol-3-yl]-N-[2-oxo-2-(2,2,2-trifluoroethylamino)ethyl]naphthalene-1-carboxamide",626.0887495308799,dev,12071,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,True,True,True,False,False,True,False,True,False,False,True
OXWDLAHVJDUQJM,9,9,"15,30,45,60,75,90,120,150,180",O=C(CCc1ccccc1)OCCNC(=O)C(=O)NCCOC(=O)CCc1ccccc1,1,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OCCNC(=O)C(=O)NCCOC(=O)CCC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,,697.4422433468799,2025.10,10903,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
OYIKARCXOQLFHF,9,9,"15,30,45,60,75,90,120,150,180",O=C(c1ccccc1)c1cnoc1C1CC1,1,CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1=C(ON=C1)C1CC1,"(5-cyclopropyl-1,2-oxazol-4-yl)-[2-methylsulfonyl-4-(trifluoromethyl)phenyl]methanone",360.05118999088,2024.11,3488,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
OZWKMVRBQXNZKK,5,5,"15,20,25,30,40",O=C(c1ccccc1)c1ccc2n1CCC2,1,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,"5-(phenylcarbonyl)-2,3-dihydro-1H-pyrrolizine-1-carboxylic acid",256.09681974288,2024.11,10779,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
PBAPPPCECJKMCM,7,7,"15,30,45,60,75,90,120",O=C(Cc1cscn1)Nc1ccc(CCNCCc2ccccc2)cc1,1,C1=CC=C(C=C1)C(CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O,(S)-Mirabegron,397.16927347488,2024.11,11006,Q Exactive,standard compound,True,True,True,True,True,val,True,True,False,False,False,True,True,True,False,False,False
PFANXOISJYKQRP,4,4,"15,30,45,60",c1ccc(Cc2ccccc2)cc1,1,CCCC(C1=CC(=C(C=C1C)O)C(C)(C)C)C2=CC(=C(C=C2C)O)C(C)(C)C,,383.29445692288,2025.10,10916,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
PFJJMJDEVDLPNE,7,7,"15,30,45,60,75,90,120",c1ccc2c(c1)NCCO2,1,CC1COC2=CC=CC=C2N1C(=O)C(Cl)Cl,"2,2-dichloro-1-(3-methyl-2,3-dihydro-1,4-benzoxazin-4-yl)ethanone",260.02396041888,2024.11,3505,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,True,True,False,False,False,False,True,True,False,False,False
PFTAWBLQPZVEMU,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(C2CCc3ccccc3O2)cc1,1,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,,291.08631463487995,2025.10,11998,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
PFWLFWPASULGAN,7,7,"15,30,45,60,75,90,120",O=c1[nH]c(=O)c2[nH]cnc2[nH]1,1,CN1C=NC2=C1C(=O)NC(=O)N2,,167.05635189888,2024.06,11545,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,True,True,True,False,False,True
PGOOBECODWQEAB,8,8,"15,30,45,60,75,90,120,150",c1cscn1,1,CN\C(NCC1=CN=C(Cl)S1)=N/[N+]([O-])=O,"(E)-1-(2-Chloro-1,3-thiazol-5-yl methyl)-3-methyl-2-nitroguanidine",250.01599964288,2024.11,2933,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
PGPRBNDLCZQUST,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Nc2ccncc2)cc1,1,CC(C)NC(=O)NS(=O)(=O)C1=C(C=CN=C1)NC2=CC=CC(=C2)C(=O)O,,379.10706714287994,2024.06,11428,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,False
PHNUZKMIPFFYSO,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C,"3,5-dichloro-N-(2-methylbut-3-yn-2-yl)benzamide",256.02904579887996,2024.11,3175,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
PHXHZCIAPNNPTQ,9,9,"15,30,45,60,75,90,120,150,180",C=C1C(=O)CC(C2CCOCC2)CC1=O,1,CCC(=C1C(=O)CC(CC1=O)C2CCOCC2)NOCC=CCl,"2-Cyclohexen-1-one, 2-(1-((((2E)-3-chloro-2-propenyl)oxy)imino)propyl)-3-hydroxy-5-(tetrahydro-2H-pyran-4-yl)-",342.14666239487997,2024.11,3178,Q Exactive Plus,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
PPDBOQMNKNNODG,9,9,"15,30,45,60,75,90,120,150,180",C(=C1CCCC1Cn1cncn1)c1ccccc1,1,CC1(C)CCC(=CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,"5-[(4-chlorophenyl)methylidene]-2,2-dimethyl-1-(1,2,4-triazol-1-ylmethyl)cyclopentan-1-ol",318.13676640688004,2024.11,3557,Q Exactive Plus,standard compound,True,True,True,True,False,train,True,True,True,False,False,False,True,True,False,False,True
PQKBPHSEKWERTG,4,4,"15,30,45,60",c1ccc(Oc2nc3ccccc3o2)cc1,1,CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl,Fenoxaprop-P-ethyl,362.07897675888,2024.11,10893,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,test,True,True,False,False,False,True,True,True,False,False,False
PSIFNNKUMBGKDQ,4,4,"15,30,45,60",c1ccc(-c2nn[nH]n2)c(-c2ccc(Cn3ccnc3)cc2)c1,1,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,Losartan,423.1694635028801,2024.11,2794,Q Exactive,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
PTCGDEVVHUXTMP,7,7,"15,30,45,60,75,90,120",O=C(Nc1ccccc1)c1ccccc1,1,CC(C)OC1=CC(NC(=O)C2=C(C=CC=C2)C(F)(F)F)=CC=C1,Flutolanil,324.12058987888,2024.11,3524,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
PWPJGUXAGUPAHP,9,9,"15,30,45,60,75,90,120,150,180",O=C(NC(=O)c1ccccc1)Nc1ccccc1,1,FC(C(F)(F)F)C(F)(F)OC1=CC(Cl)=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl,Lufenuron,510.98569970288,2024.11,3303,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,False,False,False,False,True,True,False,False,True
PXDYILJJHOVNLO,4,4,"15,30,45,60",O=C1CCCC(OC2CCCCO2)CCCCNCCCCO1,1,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)O)C)OC2C(C(CC(O2)C)N(C)C)O)(C)O)C)C)C)O)(C)O,,591.42150790288,2024.06,11523,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,False,val,False,False,False,False,False,False,True,False,False,False,False
PXGZQGDTEZPERC,9,9,"15,30,45,60,75,90,120,150,180",C1CCCCC1,1,OC(=O)C1CCC(CC1)C(O)=O,"1,4-Cyclohexanedicarboxylic acid",173.08083533088,2024.11,11081,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,True
PXMNMQRDXWABCY,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(CCCCn2cncn2)cc1,1,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,"1-(4-chlorophenyl)-4,4-dimethyl-3-(1,2,4-triazol-1-ylmethyl)pentan-3-ol",308.15241647088004,2024.11,327,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
PYNXFZCZUAOOQC,7,7,"15,30,45,60,75,90,120",c1ccc(-c2ccccc2)cc1,1,CCOC(=O)C(C)CC(CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)CCC(=O)O,AHU-377(Sacubitril),412.21184949488,2024.11,11014,Q Exactive,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
QAIPRVGONGVQAS,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,C1=CC(=C(C=C1C=CC(=O)O)O)O,"3-(3,4-dihydroxyphenyl)prop-2-enoic acid",181.04953520288,dev,11192,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
QAPVYZRWKDXNDK,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Nc2ccccc2)cc1,1,CCCCCCCCC1=CC=C(C=C1)NC2=CC=C(C=C2)CCCCCCCC,,394.34682684288,2025.10,11953,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
QAYICIQNSGETAS,9,9,"15,30,45,60,75,90,120,150,180",S=C1NCNCS1,1,CN1CN(C(=S)SC1)C,"3,5-dimethyl-1,3,5-thiadiazinane-2-thione",163.03581678688,2024.11,153,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,True,True,True,False,False,False,False,True,False,False,True
QBONJEHEDCBRMZ,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Nc2ccccc2)cc1,1,CC1=C(C=CC=C1NC2=CC=CC=C2C(=O)O)CO,,258.11246980688003,2024.06,11537,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
QCHFTSOMWOSFHM,9,9,"15,20,25,30,40,50,60,70,80",O=C1CC(Cc2cnc[nH]2)CO1,1,CCC1C(COC1=O)CC2=CN=CN2C,"(3S,4R)-3-ethyl-4-[(3-methylimidazol-4-yl)methyl]oxolan-2-one",209.12845421888,2024.11,10766,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
QFDRTQONISXGJA,7,7,"15,30,45,60,75,90,120",O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,1,CN1C(=O)C2=C(NC(=O)N2)NC1=O,,183.05126651888,2024.06,11524,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
QIQNNBXHAYSQRY,8,8,"15,30,45,60,75,90,120,150",C1CC2CCC(C1)N2,1,CN1C2CCC1C(C(C2)O)C(=O)OC,,200.12811987088,2024.06,11530,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,False
QNGVNLMMEQUVQK,8,8,"15,30,45,60,75,90,120,150",c1ccccc1,1,CCN(CC)C1=CC=C(C=C1)N,"4-N,4-N-diethylbenzene-1,4-diamine",165.13862497888,2024.11,3980,Q Exactive Plus,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
QNZCBYKSOIHPEH,6,6,"15,30,45,60,75,120",O=C1CCCCN1c1ccc(N2CCc3cnn(-c4ccccc4)c3C2=O)cc1,1,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N,"1-(4-methoxyphenyl)-7-oxo-6-[4-(2-oxopiperidin-1-yl)phenyl]-4,5-dihydropyrazolo[3,4-c]pyridine-3-carboxamide",460.1979307468801,2024.11,11042,Q Exactive,standard compound,True,True,True,True,True,val,True,True,False,False,False,True,True,True,False,False,False
QQQYTWIFVNKMRW,9,9,"15,30,45,60,75,90,120,150,180",O=C(NC(=O)c1ccccc1)Nc1ccccc1,1,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC=C(Cl)C=C1,Diflubenzuron,311.03933811488,2024.11,3518,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
QRVYABWJVXXOTN,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CSC1=CC=C(C=O)C=C1,4-(Methylthio)benzaldehyde,153.03686234288,2024.11,11103,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
QRZAKQDHEVVFRX,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(-c2ccccc2)cc1,1,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O,2-(4-phenylphenyl)acetic acid,213.09100609088,2024.06,11627,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,True,True,False,False,False,True,True,True,False,False,True
QSNSCYSYFYORTR,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,NC1=CC=C(Cl)C=C1,4-Chloroaniline,128.02615333888,2024.11,4333,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,False,False,False,False,True,True,False,False,True
QSRJVOOOWGXUDY,9,9,"15,30,45,60,75,90,120,150,180",O=C(CCc1ccccc1)OCCOCCOCCOC(=O)CCc1ccccc1,1,CC1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OCCOCCOCCOC(=O)CCC2=CC(=C(C(=C2)C)O)C(C)(C)C,,587.3578450268799,2025.10,10904,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
QUNWUDVFRNGTCO,9,9,"15,30,45,60,75,90,120,150,180",O=c1[nH]c(=O)c2[nH]cnc2[nH]1,1,CN1C=NC2=C1C(=O)N(C(=O)N2)C,,181.07200196288,2024.06,10862,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,True,True,True,False,False,True
QXJKBPAVAHBARF,5,5,"15,30,45,60,75",O=C1C2CC2C(=O)N1c1ccccc1,1,CC12CC1(C)C(=O)N(C2=O)C1=CC(Cl)=CC(Cl)=C1,"3-(3,5-dichlorophenyl)-1,5-dimethyl-3-azabicyclo[3.1.0]hexane-2,4-dione",284.02396041888005,2024.11,3102,Q Exactive Plus,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,False,False,False,False
QYMMJNLHFKGANY,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl,4-bromo-2-chloro-1-[ethoxy(propylsulfanyl)phosphoryl]oxybenzene,372.94241821688,2024.11,3799,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,True,True,True,False,False,True,True,True,False,False,True
QYTDEUPAUMOIOP,9,9,"15,30,45,60,75,90,120,150,180",C1CCNCC1,1,CC1(CCCC(N1[O])(C)C)C,,157.14611566288,2025.10,11832,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,False,True,train,True,True,False,False,False,True,True,True,False,False,True
QZCLKYGREBVARF,9,9,"15,20,25,30,40,50,60,70,80",__ACYCLIC__QZCLKYGREBVARF,1,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C,Acetyl-Tributyl-Citrate,403.2326445148799,2024.11,10751,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
RAUWPNXIALNKQM,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,NC1=C(N)C=C(C=C1)[N+]([O-])=O,"4-Nitro-1,2-phenylenediamine",154.06110293088,2024.11,11083,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,True,True,False,False,False,False,True,True,False,False,True
RCOBUBSULFIXAR,7,7,"15,30,45,60,75,90,120",O=C(OC1CCCCO1)c1ccccc1-c1ccc(Cn2cnc3ccc(-c4nc5ccccc5[nH]4)cc32)cc1,1,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C=C(C=C2C)C6=NC7=CC=CC=C7N6C,,691.2762406428797,2024.06,11554,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
REEQLXCGVXDJSQ,9,9,"15,30,45,60,75,90,120,150,180",c1ccncc1,1,OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=N1,"2-(3,5,6-trichloropyridin-2-yl)oxyacetic acid",255.93295249487997,2024.11,2946,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,False,False,False,False,True,True,False,False,True
RGHHSNMVTDWUBI,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,C1=CC(=CC=C1C=O)O,,123.04405589888,2024.06,11497,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,True,True,True,False,False,True
RGNPBRKPHBKNKX,9,9,"15,30,45,60,75,90,120,150,180",O=C(NC(=O)c1ccccc1)Nc1ccccc1,1,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2)Cl)OC(C(F)F)(F)F)Cl)F,Hexaflumuron,460.98889326288,2024.11,3526,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
RLAWWYSOJDYHDC,7,7,"15,30,45,60,75,90,120",O=C(CNCCCc1ccccc1)N1CCCC1,1,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O,Lisinopril,406.2336475588799,2024.11,10995,Q Exactive,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
RNPCQQLCTVIPNU,7,7,"15,30,45,60,75,90,120",c1ccccc1,1,CNCC(C1=CC(=CC=C1)OS(=O)(=O)O)O,,248.05871998288,2024.06,11553,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
RPWFJAMTCNSJKK,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,,339.2166005268799,2025.10,10962,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,False,True,True,False,False,True
